Row ID,City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
1194,Pharr,,Tamara Dahlen,Corporate,0.07,1,04/01/2012,8710,Critical,42,0.35,Office Supplies,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",Paper,8.33,Central,151.35,06/01/2012,Express Air,1.93,Texas,3.71,78577
8013,Bedford,,Darren Budd,Consumer,0.07,1,05/01/2012,57253,Critical,48,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,-335.24,Central,12635.75,05/01/2012,Regular Air,35,Texas,279.48,76021
8015,Bedford,,Darren Budd,Consumer,0.04,1,05/01/2012,57253,Critical,25,0.55,Technology,Small Box,232,Telephones and Communication,667.449,Central,2750.107,05/01/2012,Regular Air,5.26,Texas,125.99,76021
4555,Dubuque,,Marina Lichtenstein,Corporate,0.08,1,05/01/2012,32418,Not Specified,5,0.55,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,-131.31,Central,1244.19,06/01/2012,Delivery Truck,43.32,Iowa,243.98,52001
8014,Bedford,,Darren Budd,Consumer,0.08,1,05/01/2012,57253,Critical,49,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,-139.15575,Central,240.3,06/01/2012,Regular Air,5.68,Texas,4.91,76021
8011,Bedford,,Darren Budd,Consumer,0.08,1,05/01/2012,57253,Critical,43,0.58,Furniture,Jumbo Drum,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,1.74,Central,78.08,06/01/2012,Regular Air,0.75,Texas,1.81,76021
3982,Norman,,Pauline Chand,Small Business,0.02,1,05/01/2012,28451,Critical,41,0.59,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,2593.14,Central,8958.46,06/01/2012,Regular Air,21.21,Oklahoma,209.84,73071
3588,Ormond Beach,,Valerie Dominguez,Corporate,0.09,1,05/01/2012,25601,Medium,43,0.68,Office Supplies,Small Box,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,-131.08,South,257.41,06/01/2012,Regular Air,4.69,Florida,5.98,32174
47,Deer Park,,Dorris Love,Home Office,0.05,1,05/01/2012,290,Not Specified,24,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-32.48,East,188.73,06/01/2012,Regular Air,5.83,New York,7.64,11729
164,Fort Dodge,,Matt Collins,Consumer,0.03,1,05/01/2012,1028,High,6,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,-28.46,Central,165.75,06/01/2012,Regular Air,1.99,Iowa,28.48,50501
8012,Bedford,,Darren Budd,Consumer,0.06,1,05/01/2012,57253,Critical,29,0.64,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,-1358.9,Central,653.54,07/01/2012,Delivery Truck,53.03,Texas,20.98,76021
3981,Norman,,Pauline Chand,Small Business,0.01,1,05/01/2012,28451,Critical,21,0.59,Furniture,Large Box,Electrix Halogen Magnifier Lamp,Office Furnishings,1162.76,Central,4201.08,07/01/2012,Regular Air,11.54,Oklahoma,194.3,73071
8291,Monroe,,Robert Waldorf,Home Office,0,1,05/01/2012,59232,High,23,0.4,Office Supplies,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,245.97,South,725.43,07/01/2012,Regular Air,5.76,Louisiana,30.98,71203
7352,Mount Prospect,,Susan Vittorini,Home Office,0.08,1,05/01/2012,52386,High,6,0.38,Technology,Jumbo Drum,Canon S750 Color Inkjet Printer,Office Machines,-188.5812,Central,700.73,07/01/2012,Delivery Truck,26.3,Illinois,120.97,60056
3983,Norman,,Pauline Chand,Small Business,0,1,05/01/2012,28451,Critical,33,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,1054.93,Central,4913.7,07/01/2012,Delivery Truck,17.85,Oklahoma,145.45,73071
165,Fort Dodge,,Matt Collins,Consumer,0.01,1,05/01/2012,1028,High,11,0.59,Technology,Small Box,3285,Telephones and Communication,-60.39,Central,2021.147,07/01/2012,Regular Air,5.99,Iowa,205.99,50501
6773,Bristol,,Corey Roper,Small Business,0.02,1,06/01/2012,48226,Low,23,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-108.8,East,2357.45,06/01/2012,Delivery Truck,35.84,Connecticut,100.98,6010
3284,Galesburg,,Julia West,Home Office,0.04,1,06/01/2012,23488,Critical,30,0.62,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,-11053.6,Central,26133.39,07/01/2012,Delivery Truck,44.55,Illinois,880.98,61401
2325,Petersburg,,Muhammed Yedwab,Consumer,0.03,1,06/01/2012,16770,Critical,17,0.57,Office Supplies,Wrap Bag,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Pens & Art Supplies,0.61,South,37.06,07/01/2012,Regular Air,0.7,Virginia,2.1,23805
2003,Hilton Head Island,,Craig Leslie,Consumer,0.03,1,06/01/2012,14274,Not Specified,2,0.55,Technology,Small Box,Accessory35,Telephones and Communication,-164.043,South,61.7185,07/01/2012,Regular Air,1.1,South Carolina,35.99,29915
2350,Herndon,,Tracy Collins,Consumer,0.06,1,06/01/2012,16961,Not Specified,27,0.51,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,-37.08,South,46.86,07/01/2012,Regular Air,1.99,Virginia,1.7,20170
2001,Hilton Head Island,,Craig Leslie,Consumer,0.01,1,06/01/2012,14274,Not Specified,23,0.74,Furniture,Jumbo Drum,Novimex Swivel Fabric Task Chair,Chairs & Chairmats,112.44,South,3674.08,08/01/2012,Delivery Truck,30,South Carolina,150.98,29915
948,Royal Palm Beach,,Victor Price,Consumer,0.05,1,06/01/2012,6854,Medium,19,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,2.39,South,129.84,08/01/2012,Express Air,4.95,Florida,6.64,33411
947,Royal Palm Beach,,Victor Price,Consumer,0.07,1,06/01/2012,6854,Medium,1,0.35,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,-2.392,South,22.13,08/01/2012,Express Air,6.16,Florida,7.68,33411
2002,Hilton Head Island,,Craig Leslie,Consumer,0.01,1,06/01/2012,14274,Not Specified,46,0.58,Office Supplies,Medium Box,Eldon Portable Mobile Manager,Storage & Organization,-40.72,South,1413.89,08/01/2012,Express Air,13.99,South Carolina,28.28,29915
2351,Herndon,,Tracy Collins,Consumer,0.01,1,06/01/2012,16961,Not Specified,34,0.4,Office Supplies,Small Box,Xerox 19,Paper,433.24,South,1089.59,08/01/2012,Regular Air,5.09,Virginia,30.98,20170
5794,Fairfax,,Maribeth Schnelling,Corporate,0.09,1,06/01/2012,41094,Low,46,0.37,Office Supplies,Small Box,Xerox 227,Paper,-225.86,South,298.97,08/01/2012,Regular Air,8.73,Virginia,6.48,20151
3283,San Clemente,,Julia Barnett,Home Office,0.03,1,06/01/2012,23488,High,29,0.56,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,-73.19,West,101.77,08/01/2012,Regular Air,3.97,California,3.28,92672
5795,Fairfax,,Maribeth Schnelling,Corporate,0.05,1,06/01/2012,41094,Low,6,0.84,Office Supplies,Large Box,Tennsco Commercial Shelving,Storage & Organization,-153.46,South,159.05,10/01/2012,Regular Air,35,Virginia,20.34,20151
6199,Las Vegas,,Chloris Kastensmidt,Consumer,0.08,1,07/01/2012,43909,High,46,0.37,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-199.134,West,737.25,08/01/2012,Regular Air,13.18,Nevada,15.99,89115
450,Franklin Square,,Jasper Cacioppo,Home Office,0.05,1,07/01/2012,3073,Medium,3,0.4,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-11.5805,East,10.58,08/01/2012,Regular Air,4.77,New York,1.98,11010
451,Franklin Square,,Jasper Cacioppo,Home Office,0.07,1,07/01/2012,3073,Medium,3,0.41,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,-2314.74,East,2119.67,08/01/2012,Express Air,24.49,New York,699.99,11010
452,Franklin Square,,Jasper Cacioppo,Home Office,0.07,1,07/01/2012,3073,Medium,7,0.39,Technology,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,102.61,East,45923.76,08/01/2012,Regular Air,24.49,New York,6783.02,11010
4540,Norman,,Pauline Chand,Small Business,0.07,1,07/01/2012,32295,High,11,0.58,Technology,Small Box,i1000,Telephones and Communication,-112.244,Central,607.597,08/01/2012,Regular Air,5.99,Oklahoma,65.99,73071
2538,Lubbock,,George Ashbrook,Consumer,0.09,1,07/01/2012,18405,Medium,30,0.37,Office Supplies,Small Box,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,60.2735,Central,610.65,09/01/2012,Express Air,8.83,Texas,20.98,79424
2539,Lubbock,,George Ashbrook,Consumer,0.03,1,07/01/2012,18405,Medium,2,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,-263.09,Central,158.04,10/01/2012,Regular Air,14.52,Texas,73.98,79424
4778,Fresno,,Benjamin Venier,Small Business,0.05,1,07/01/2012,33923,Low,34,0.58,Technology,Small Box,i1000,Telephones and Communication,425.754,West,1961.7915,11/01/2012,Regular Air,5.99,California,65.99,93727
5733,Brunswick,,Julie Kriz,Corporate,0.01,1,07/01/2012,40704,Low,6,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-2.06,East,11.57,12/01/2012,Regular Air,0.7,Maine,1.76,4011
612,Garfield Heights,,Sandra Flanagan,Home Office,0.03,1,08/01/2012,4193,High,3,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,64.25,East,75.77,08/01/2012,Regular Air,8.99,Ohio,22.72,44125
611,Garfield Heights,,Sandra Flanagan,Home Office,0.07,1,08/01/2012,4193,High,16,0.39,Office Supplies,Small Box,Avery 491,Labels,14.42,East,64.29,08/01/2012,Regular Air,0.99,Ohio,4.13,44125
4234,Myrtle Beach,,Luke Schmidt,Home Office,0.07,1,08/01/2012,30083,Not Specified,23,0.58,Office Supplies,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,20.43,South,324.28,09/01/2012,Regular Air,3.5,South Carolina,14.56,29577
998,Edmonds,,Ruben Dartt,Corporate,0.03,1,08/01/2012,7203,High,25,0.38,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,9296.348,West,21752.01,10/01/2012,Regular Air,19.99,Washington,896.99,98026
4451,Pasadena,,Mark Haberlin,Small Business,0.05,1,09/01/2012,31715,Not Specified,44,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-116.87,West,145.19,09/01/2012,Regular Air,3.97,California,3.28,91104
2571,Lawton,,Joni Blumstein,Home Office,0.02,1,09/01/2012,18561,Not Specified,9,0.39,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,-38.9,Central,45.87,10/01/2012,Regular Air,6.89,Oklahoma,4.13,73505
4450,Pasadena,,Mark Haberlin,Small Business,0.01,1,09/01/2012,31715,Not Specified,11,0.36,Office Supplies,Small Box,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders and Binder Accessories,-53.8545,West,68.5,10/01/2012,Regular Air,7.57,California,5.38,91104
1173,Gilroy,,Cynthia Voltz,Corporate,0,1,09/01/2012,8576,High,43,0.59,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,-164.25,West,541.45,11/01/2012,Express Air,8.99,California,11.66,95020
8161,Plainfield,,Yana Sorensen,Corporate,0.07,1,09/01/2012,58343,Not Specified,39,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,11.32,East,121.87,11/01/2012,Regular Air,1.35,New Jersey,3.29,7060
4449,Augusta,,Mark Haberlin,Small Business,0.09,1,09/01/2012,31715,Not Specified,24,0.59,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,-4.09,East,64.11,11/01/2012,Regular Air,0.97,Maine,2.78,4330
5666,Madison,,Olvera Toch,Home Office,0.1,1,09/01/2012,40097,Low,47,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,-71,Central,117.88,14/01/2012,Regular Air,2.4,Wisconsin,2.6,53711
6627,King of Prussia,,Benjamin Patterson,Corporate,0.04,1,09/01/2012,47138,Low,1,0.59,Technology,Small Box,M70,Telephones and Communication,-506.308,East,107.95,16/01/2012,Regular Air,8.99,Pennsylvania,125.99,19406
7731,East Lansing,,Kristina Nunn,Consumer,0.05,1,10/01/2012,55367,Critical,31,0.56,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,-686.01,Central,2137.1,11/01/2012,Delivery Truck,46.74,Michigan,70.98,48823
2046,Denton,,Darren Powers,Corporate,0.06,1,10/01/2012,14596,Critical,19,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-53.75,Central,63.14,11/01/2012,Regular Air,3.97,Texas,3.28,76201
6273,Lehi,,Ann Steele,Corporate,0.02,1,10/01/2012,44391,Not Specified,16,0.37,Office Supplies,Small Box,Xerox 1996,Paper,-85.23,West,112.81,11/01/2012,Regular Air,9.17,Utah,6.48,84043
4787,Pittsburgh,,Rob Haberlin,Consumer,0,1,10/01/2012,33988,Medium,30,0.79,Technology,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-128.47,East,164.78,11/01/2012,Regular Air,5.14,Pennsylvania,5.02,15122
4073,Essex Junction,,Giulietta Dortch,Corporate,0.02,1,10/01/2012,28999,High,34,0.45,Technology,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,420.05,East,1177.5,11/01/2012,Regular Air,1.99,Vermont,33.98,5451
2045,Denton,,Darren Powers,Corporate,0.01,1,10/01/2012,14596,Critical,24,0.43,Furniture,Wrap Bag,Document Clip Frames,Office Furnishings,73.33,Central,199.12,12/01/2012,Regular Air,0.96,Texas,8.34,76201
3965,Hazelwood,,Maria Bertelson,Home Office,0.01,1,10/01/2012,28290,Low,3,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,-179.36,Central,523.58,12/01/2012,Express Air,19.99,MO,161.55,63042
7732,East Lansing,,Kristina Nunn,Consumer,0.05,1,10/01/2012,55367,Critical,48,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,129.87,Central,571.17,12/01/2012,Regular Air,2.36,Michigan,11.55,48823
4425,Minnetonka,,Sean Wendt,Corporate,0.09,1,10/01/2012,31553,Critical,32,0.39,Office Supplies,Small Box,Multimedia Mailers,Envelopes,1907.94,Central,4906.85,12/01/2012,Regular Air,19.99,Minnesota,162.93,55345
3964,Hazelwood,,Maria Bertelson,Home Office,0.05,1,10/01/2012,28290,Low,43,0.74,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,-154.24,Central,1307.35,14/01/2012,Express Air,8.65,MO,30.42,63042
2775,Pleasure Ridge Park,,Michelle Moray,Corporate,0.02,1,10/01/2012,20037,Low,35,0.42,Furniture,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,339.58,South,1009.42,15/01/2012,Regular Air,8.55,Kentucky,29.18,40258
2776,Pleasure Ridge Park,,Michelle Moray,Corporate,0.03,1,10/01/2012,20037,Low,49,0.57,Technology,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,4913.16,South,15137.11,15/01/2012,Delivery Truck,14.7,Kentucky,297.64,40258
4758,Trenton,,Bradley Drucker,Small Business,0.03,1,11/01/2012,33797,Not Specified,18,0.36,Office Supplies,Small Box,Xerox 188,Paper,30.53,East,216.87,11/01/2012,Regular Air,5.01,New Jersey,11.34,8601
4754,Bellingham,,Bradley Drucker,Small Business,0.08,1,11/01/2012,33797,Not Specified,20,0.57,Technology,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,Office Machines,653.68,East,4531.34,11/01/2012,Delivery Truck,14.7,MA,297.64,2019
4755,Beverly,,Bradley Drucker,Small Business,0.02,1,11/01/2012,33797,Not Specified,44,0.73,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,-449.04,East,574.5,12/01/2012,Regular Air,14.37,MA,12.99,1915
4756,Hanson,,Bradley Drucker,Small Business,0.06,1,11/01/2012,33797,Not Specified,18,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,-22.37,East,262.94,12/01/2012,Regular Air,6.75,MA,14.42,2341
2726,Springfield,,Alan Barnes,Corporate,0.06,1,11/01/2012,19655,High,31,0.51,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,304.42,Central,1143.45,12/01/2012,Regular Air,1.99,Illinois,39.24,62701
4757,Hawthorne,,Bradley Drucker,Small Business,0.05,1,11/01/2012,33797,Not Specified,29,0.49,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,-103.78,East,138.17,13/01/2012,Express Air,6.6,New Jersey,4.14,7506
3040,Lebanon,,Andy Gerbode,Consumer,0.08,1,11/01/2012,21830,Low,19,0.56,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,906.8,South,6991.65,18/01/2012,Delivery Truck,12.06,Tennessee,399.98,37087
2855,Florence,,Cindy Schnelling,Corporate,0.09,1,12/01/2012,20549,Not Specified,40,0.67,Office Supplies,Small Box,Fellowes Super Stor/Drawer®,Storage & Organization,-568.71,South,1030.09,13/01/2012,Regular Air,19.99,Kentucky,27.75,41042
1024,Englewood,,Greg Matthias,Home Office,0.05,1,12/01/2012,7461,Low,12,0.55,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,593.79,West,4080.3,14/01/2012,Delivery Truck,39,Colorado,350.99,80112
6123,Gaithersburg,,Rick Reed,Consumer,0.04,1,12/01/2012,43362,Critical,33,0.35,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,2.72,East,58.48,14/01/2012,Regular Air,1,Maryland,1.68,20877
3901,Fort Thomas,,Liz Price,Consumer,0.1,1,12/01/2012,27813,Medium,10,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-131.03,South,401.14,14/01/2012,Regular Air,6.5,Kentucky,40.98,41075
6122,Gaithersburg,,Rick Reed,Consumer,0.03,1,12/01/2012,43362,Critical,45,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,4276.73,East,15963.09,15/01/2012,Delivery Truck,30,Maryland,350.98,20877
5327,Springfield,,Guy Thornton,Corporate,0.01,1,12/01/2012,37862,Not Specified,27,0.57,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,452.49,Central,1603.27,15/01/2012,Regular Air,3.99,MO,59.98,65807
1025,Englewood,,Greg Matthias,Home Office,0,1,12/01/2012,7461,Low,28,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,111.4,West,260.79,16/01/2012,Regular Air,1.39,Colorado,8.74,80112
1026,Englewood,,Greg Matthias,Home Office,0.02,1,12/01/2012,7461,Low,44,0.83,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,-16.72,West,90.35,16/01/2012,Regular Air,0.7,Colorado,1.98,80112
7241,College Park,,Michelle Huthwaite,Home Office,0.06,1,13/01/2012,51623,Critical,17,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-66.58,East,39.23,13/01/2012,Regular Air,5.33,Maryland,2.08,20740
1895,Manteca,,Brian Stugart,Corporate,0.02,1,13/01/2012,13602,Low,13,0.37,Office Supplies,Small Box,Xerox 1910,Paper,267.67,West,660.99,13/01/2012,Regular Air,5.09,California,48.04,95336
3582,Pembroke Pines,,Mike Gockenbach,Consumer,0.07,1,13/01/2012,25541,Low,50,0.36,Office Supplies,Small Box,Xerox 1903,Paper,-111.34,South,297.76,15/01/2012,Regular Air,5.79,Florida,5.98,33024
1894,Manteca,,Brian Stugart,Corporate,0.03,1,13/01/2012,13602,Low,3,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,-377.9019,West,445.34,18/01/2012,Delivery Truck,17.85,California,145.45,95336
6200,Post Falls,,Tamara Manning,Corporate,0.06,1,14/01/2012,43911,Medium,29,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,-53.89,West,577.89,14/01/2012,Regular Air,11.17,Idaho,19.99,83854
4291,Germantown,,Toby Swindell,Small Business,0.1,1,14/01/2012,30567,Not Specified,14,0.58,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,-368.02,South,2690.84,14/01/2012,Delivery Truck,68.02,Tennessee,208.16,38138
4876,Allentown,,Clytie Kelty,Small Business,0.02,1,14/01/2012,34691,Critical,23,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,1425.11,East,7202.94,14/01/2012,Delivery Truck,26.53,Pennsylvania,306.14,18103
